Date,StockCode,Description,Country,QuantitySold,Revenue,UnitPrice
2011-04-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1069,450.95,0.61875
2011-04-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,19.3,0.9
2011-04-26,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,34.1,0.7833333333333333
2011-04-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,15.400000000000002,0.55
2011-04-28,84991,60 TEATIME FAIRY CAKE CASES,Spain,24,13.200000000000001,0.55
2011-04-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,122,51.5,0.485
2011-05-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-05-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,18.200000000000003,1.0166666666666666
2011-05-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,16.5,0.55
2011-05-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-05-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,153,84.85000000000001,0.62
2011-05-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,15.950000000000001,0.55
2011-05-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,31,18.45,0.8300000000000001
2011-05-10,84991,60 TEATIME FAIRY CAKE CASES,Belgium,48,26.400000000000002,0.55
2011-05-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,18.05,0.7833333333333333
2011-05-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,97,53.35000000000001,0.55
2011-05-12,84991,60 TEATIME FAIRY CAKE CASES,Portugal,2,1.1,0.55
2011-05-12,84991,60 TEATIME FAIRY CAKE CASES,Sweden,240,132.0,0.55
2011-05-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-05-13,84991,60 TEATIME FAIRY CAKE CASES,Hong Kong,24,13.200000000000001,0.55
2011-05-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,13.750000000000002,0.55
2011-05-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,12,6.6,0.55
2011-05-16,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,14.3,0.55
2011-05-17,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-05-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-05-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-05-19,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,1.1,0.55
2011-05-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,78,44.300000000000004,0.6900000000000001
2011-05-22,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,16.5,0.55
2011-05-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,10,5.5,0.55
2011-05-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,16.8,0.9
2011-05-25,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-05-26,84991,60 TEATIME FAIRY CAKE CASES,Netherlands,120,50.4,0.42
2011-05-27,84991,60 TEATIME FAIRY CAKE CASES,Belgium,48,26.400000000000002,0.55
2011-05-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,57,31.35,0.55
2011-05-29,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,13,7.15,0.55
2011-05-31,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-06-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,2.5,1.25
2011-06-02,84991,60 TEATIME FAIRY CAKE CASES,Germany,8,4.4,0.55
2011-06-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2011-06-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,1.25,1.25
2011-06-05,84991,60 TEATIME FAIRY CAKE CASES,France,72,39.6,0.55
2011-06-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,15.400000000000002,0.55
2011-06-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,15.400000000000002,0.55
2011-06-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,27,14.850000000000001,0.55
2011-06-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,11,6.050000000000001,0.55
2011-06-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,4,2.2,0.55
2011-06-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,20,11.0,0.55
2011-06-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,4,2.2,0.55
2011-06-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,27,16.950000000000003,0.9
2011-06-15,84991,60 TEATIME FAIRY CAKE CASES,EIRE,120,50.4,0.42
2011-06-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,57,31.35,0.55
2011-06-16,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-06-17,84991,60 TEATIME FAIRY CAKE CASES,Channel Islands,24,13.200000000000001,0.55
2011-06-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-06-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,61,36.35,0.85
2011-06-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,3.75,1.25
2011-06-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,17.5,0.7833333333333333
2011-06-26,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,1.1,0.55
2011-06-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,1.6500000000000001,0.55
2011-06-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-06-29,84991,60 TEATIME FAIRY CAKE CASES,EIRE,120,50.4,0.42
2011-06-29,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,13,6.29,0.835
2011-06-30,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-07-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2011-07-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,1.25,1.25
2011-07-05,84991,60 TEATIME FAIRY CAKE CASES,Finland,24,13.200000000000001,0.55
2011-07-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,532,223.4,0.6875
2011-07-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,2.5,1.25
2011-07-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,86,48.7,0.6900000000000001
2011-07-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,16.5,0.55
2011-07-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,5,3.45,0.9
2011-07-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,14.3,0.55
2011-07-14,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-07-14,84991,60 TEATIME FAIRY CAKE CASES,Finland,24,13.200000000000001,0.55
2011-07-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-07-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,8,5.800000000000001,1.0166666666666666
2011-07-19,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-07-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,37,21.05,0.7833333333333333
2011-07-22,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,49,27.650000000000002,0.7833333333333333
2011-07-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,6,3.3000000000000003,0.55
2011-07-25,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,56,32.900000000000006,0.85
2011-07-26,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,17.200000000000003,0.7833333333333333
2011-07-27,84991,60 TEATIME FAIRY CAKE CASES,EIRE,96,52.800000000000004,0.55
2011-07-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,50,28.900000000000002,0.7833333333333333
2011-07-28,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-07-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,50,28.900000000000002,0.7833333333333333
2011-07-29,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-07-29,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-07-31,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-08-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-08-02,84991,60 TEATIME FAIRY CAKE CASES,Iceland,24,13.200000000000001,0.55
2011-08-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-08-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,32,19.0,0.7833333333333333
2011-08-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-08-05,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-08-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,66,36.300000000000004,0.55
2011-08-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,4,2.2,0.55
2011-08-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,122,67.10000000000001,0.55
2011-08-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,145,64.85,0.7399999999999999
2011-08-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-08-12,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-08-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-08-15,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-08-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,30,16.5,0.55
2011-08-17,84991,60 TEATIME FAIRY CAKE CASES,Spain,24,13.200000000000001,0.55
2011-08-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-08-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,492,198.6,0.47500000000000003
2011-08-19,84991,60 TEATIME FAIRY CAKE CASES,Belgium,24,13.200000000000001,0.55
2011-08-19,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-08-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,6,3.3000000000000003,0.55
2011-08-23,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-08-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,17,9.350000000000001,0.55
2011-08-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,17,9.350000000000001,0.55
2011-08-26,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-08-26,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,72,39.6,0.55
2011-08-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2011-08-30,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,4,5.0,1.25
2011-08-31,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,15.400000000000002,0.55
2011-09-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-09-02,84991,60 TEATIME FAIRY CAKE CASES,Portugal,24,13.200000000000001,0.55
2011-09-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2011-09-02,84991,60 TEATIME FAIRY CAKE CASES,Unspecified,2,1.1,0.55
2011-09-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,34,18.7,0.55
2011-09-05,84991,60 TEATIME FAIRY CAKE CASES,EIRE,240,100.8,0.42
2011-09-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,56,30.8,0.55
2011-09-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,2.5,1.25
2011-09-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,33,18.150000000000002,0.55
2011-09-09,84991,60 TEATIME FAIRY CAKE CASES,Norway,120,50.4,0.42
2011-09-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,13.750000000000002,0.55
2011-09-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,434,191.9,0.50125
2011-09-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,654,283.1,0.664
2011-09-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,16.1,0.7833333333333333
2011-09-16,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-09-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,1.6500000000000001,0.55
2011-09-19,84991,60 TEATIME FAIRY CAKE CASES,Netherlands,120,50.4,0.42
2011-09-19,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,27,14.850000000000001,0.55
2011-09-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,52,25.48,0.5175000000000001
2011-09-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,145,64.85,0.7399999999999999
2011-09-22,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,15.950000000000001,0.55
2011-09-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,29,18.05,0.7833333333333333
2011-09-25,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-09-26,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,73,40.150000000000006,0.55
2011-09-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,41,23.950000000000003,0.8300000000000001
2011-09-29,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,52,28.6,0.55
2011-09-30,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-10-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,6,3.3000000000000003,0.55
2011-10-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,28,16.8,0.9
2011-10-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,13.750000000000002,0.55
2011-10-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,1.6500000000000001,0.55
2011-10-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,101,56.95,0.6666666666666666
2011-10-10,84991,60 TEATIME FAIRY CAKE CASES,USA,24,13.200000000000001,0.55
2011-10-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,11,6.050000000000001,0.55
2011-10-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,6,7.5,1.25
2011-10-12,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-10-12,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-10-13,84991,60 TEATIME FAIRY CAKE CASES,Belgium,72,39.6,0.55
2011-10-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,15.700000000000001,0.9
2011-10-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,6,3.3000000000000003,0.55
2011-10-17,84991,60 TEATIME FAIRY CAKE CASES,Sweden,240,100.8,0.42
2011-10-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,56,32.2,0.7833333333333333
2011-10-19,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,13.750000000000002,0.55
2011-10-20,84991,60 TEATIME FAIRY CAKE CASES,Netherlands,360,151.2,0.42
2011-10-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2011-10-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,1.6500000000000001,0.55
2011-10-25,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,52,28.6,0.55
2011-10-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,14,7.700000000000001,0.55
2011-10-28,84991,60 TEATIME FAIRY CAKE CASES,France,72,39.6,0.55
2011-10-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,268,116.19999999999999,0.5175000000000001
2011-10-30,84991,60 TEATIME FAIRY CAKE CASES,France,24,13.200000000000001,0.55
2011-10-30,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,7,3.8500000000000005,0.55
2011-10-31,84991,60 TEATIME FAIRY CAKE CASES,Iceland,24,13.200000000000001,0.55
2011-10-31,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,2.5,1.25
2011-11-01,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2011-11-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,27,15.550000000000002,0.7250000000000001
2011-11-03,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,120,50.4,0.42
2011-11-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,27,14.850000000000001,0.55
2011-11-06,84991,60 TEATIME FAIRY CAKE CASES,Channel Islands,24,13.200000000000001,0.55
2011-11-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,38,20.900000000000002,0.55
2011-11-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,25,13.750000000000002,0.55
2011-11-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,2,1.1,0.55
2011-11-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,73,34.61,0.7399999999999999
2011-11-10,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,51,30.150000000000002,0.7833333333333333
2011-11-11,84991,60 TEATIME FAIRY CAKE CASES,Germany,6,3.3000000000000003,0.55
2011-11-11,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,4,5.0,1.25
2011-11-13,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,36,19.8,0.55
2011-11-14,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,31,19.85,0.8300000000000001
2011-11-15,84991,60 TEATIME FAIRY CAKE CASES,France,24,13.200000000000001,0.55
2011-11-15,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,201,86.29,0.6925
2011-11-16,84991,60 TEATIME FAIRY CAKE CASES,EIRE,240,100.8,0.42
2011-11-16,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,7,5.25,0.9
2011-11-17,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,10,5.5,0.55
2011-11-18,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,15.700000000000001,0.9
2011-11-20,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,8,4.4,0.55
2011-11-21,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-11-21,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,159,88.15,0.6375000000000001
2011-11-22,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,50,28.900000000000002,0.9
2011-11-23,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,103,57.35,0.6277777777777778
2011-11-24,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,14,8.4,0.7833333333333333
2011-11-27,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,10,5.5,0.55
2011-11-28,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2011-11-29,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,37,21.05,0.7250000000000001
2011-11-30,84991,60 TEATIME FAIRY CAKE CASES,France,24,13.200000000000001,0.55
2011-11-30,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,26,15.000000000000002,0.7833333333333333
2011-12-02,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,27,15.55,0.7833333333333333
2011-12-04,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,21,11.55,0.55
2011-12-05,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,34,22.900000000000002,0.85
2011-12-06,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,3,3.75,1.25
2011-12-07,84991,60 TEATIME FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-12-07,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,7,3.8500000000000005,0.55
2011-12-08,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,20,13.8,0.7833333333333333
2011-12-09,84991,60 TEATIME FAIRY CAKE CASES,United Kingdom,1,1.25,1.25
2010-12-01,84992,72 SWEETHEART FAIRY CAKE CASES,Norway,24,13.200000000000001,0.55
2010-12-01,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,50,28.96,0.915
2010-12-02,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2010-12-03,84992,72 SWEETHEART FAIRY CAKE CASES,Belgium,24,13.200000000000001,0.55
2010-12-03,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,27,17.04,0.915
2010-12-05,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,19,10.450000000000001,0.55
2010-12-06,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,1,1.28,1.28
2010-12-07,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,28,17.59,0.915
2010-12-08,84992,72 SWEETHEART FAIRY CAKE CASES,Norway,24,13.200000000000001,0.55
2010-12-08,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,58,34.09,0.6960000000000001
2010-12-09,84992,72 SWEETHEART FAIRY CAKE CASES,France,24,13.200000000000001,0.55
2010-12-09,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,9,4.95,0.55
2010-12-10,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,1,0.55,0.55
2010-12-12,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,2,1.1,0.55
2010-12-13,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,32,19.060000000000002,0.6716666666666667
2010-12-14,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,5,2.75,0.55
2010-12-16,84992,72 SWEETHEART FAIRY CAKE CASES,Finland,72,39.6,0.55
2010-12-16,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,48,26.400000000000002,0.55
2010-12-17,84992,72 SWEETHEART FAIRY CAKE CASES,Sweden,240,132.0,0.55
2010-12-17,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,7,8.23,1.0975000000000001
2010-12-19,84992,72 SWEETHEART FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2010-12-19,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,3,1.6500000000000001,0.55
2010-12-20,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,721,289.28,0.8400000000000001
2010-12-21,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,2,1.83,0.915
2011-01-04,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,26,15.030000000000001,0.7933333333333333
2011-01-05,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,53,31.340000000000003,0.842
2011-01-06,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,28,18.32,0.915
2011-01-07,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,52,28.6,0.55
2011-01-09,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,78,42.900000000000006,0.55
2011-01-10,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,55,32.440000000000005,0.842
2011-01-11,84992,72 SWEETHEART FAIRY CAKE CASES,Spain,24,13.200000000000001,0.55
2011-01-12,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,33,18.880000000000003,0.6960000000000001
2011-01-14,84992,72 SWEETHEART FAIRY CAKE CASES,Netherlands,120,50.4,0.42
2011-01-14,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,27,14.850000000000001,0.55
2011-01-16,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,7,3.8500000000000005,0.55
2011-01-17,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,70,39.900000000000006,0.7055555555555556
2011-01-18,84992,72 SWEETHEART FAIRY CAKE CASES,Portugal,120,50.4,0.42
2011-01-18,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,24,13.200000000000001,0.55
2011-01-19,84992,72 SWEETHEART FAIRY CAKE CASES,Netherlands,120,50.4,0.42
2011-01-19,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,10,5.5,0.55
2011-01-20,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,25,14.450000000000001,0.9
2011-01-21,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,13,7.8500000000000005,0.9
2011-01-23,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,26,14.3,0.55
2011-01-24,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,148,67.33,0.9
2011-01-25,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,111,62.580000000000005,0.7200000000000001
2011-01-26,84992,72 SWEETHEART FAIRY CAKE CASES,Iceland,24,13.200000000000001,0.55
2011-01-26,84992,72 SWEETHEART FAIRY CAKE CASES,Italy,24,13.200000000000001,0.55
2011-01-26,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,21,13.08,0.8560000000000001
2011-01-27,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,14,8.4,0.6900000000000001
2011-01-28,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,8,5.1,0.7833333333333333
2011-01-30,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,50,27.500000000000004,0.55
2011-01-31,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,102,56.10000000000001,0.55
2011-02-01,84992,72 SWEETHEART FAIRY CAKE CASES,EIRE,24,13.200000000000001,0.55
2011-02-01,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,138,67.3,0.664
2011-02-02,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,6,4.83,0.9325000000000001
2011-02-03,84992,72 SWEETHEART FAIRY CAKE CASES,United Kingdom,33,18.150000000000002,0.55
